Code_commune_INSEE;Nom_commune;Code_postal;Libellé_d_acheminement
87017;BLANZAC;87300;BLANZAC
87027;BUSSIERE GALANT;87230;BUSSIERE GALANT
87028;VAL D OIRE ET GARTEMPE;87320;VAL D OIRE ET GARTEMPE
87033;CHAMBORET;87140;CHAMBORET
87038;CHAPTELAT;87270;CHAPTELAT
87046;COGNAC LA FORET;87310;COGNAC LA FORET
87047;COMPREIGNAC;87140;COMPREIGNAC
87058;DOMPS;87120;DOMPS
87059;LE DORAT;87210;LE DORAT
87067;FOLLES;87250;FOLLES
87075;ISLE;87170;ISLE
87076;JABREILLES LES BORDES;87370;JABREILLES LES BORDES
87080;JOUAC;87890;JOUAC
87082;LADIGNAC LE LONG;87500;LADIGNAC LE LONG
87085;LIMOGES;87100;LIMOGES
87085;LIMOGES;87280;LIMOGES
87088;MAGNAC BOURG;87380;MAGNAC BOURG
87089;MAGNAC LAVAL;87190;MAGNAC LAVAL
87091;MAISONNAIS SUR TARDOIRE;87440;MAISONNAIS SUR TARDOIRE
87096;LA MEYZE;87800;LA MEYZE
87103;NANTIAT;87140;NANTIAT
87104;NEDDE;87120;NEDDE
87105;NEUVIC ENTIER;87130;NEUVIC ENTIER
87114;PANAZOL;87350;PANAZOL
87119;PIERRE BUFFIERE;87260;PIERRE BUFFIERE
87121;RANCON;87290;RANCON
87126;ROCHECHOUART;87600;ROCHECHOUART
87128;ST PARDOUX LE LAC;87140;ST PARDOUX LE LAC
87130;ROZIERS ST GEORGES;87130;ROZIERS ST GEORGES
87131;SAILLAT SUR VIENNE;87720;SAILLAT SUR VIENNE
87132;ST AMAND LE PETIT;87120;ST AMAND LE PETIT
87137;ST BAZILE;87150;ST BAZILE
87139;ST BONNET DE BELLAC;87300;ST BONNET DE BELLAC
87142;ST DENIS DES MURS;87400;ST DENIS DES MURS
87155;ST JUNIEN LES COMBES;87300;ST JUNIEN LES COMBES
87158;ST LAURENT SUR GORRE;87310;ST LAURENT SUR GORRE
87159;ST LEGER LA MONTAGNE;87340;ST LEGER LA MONTAGNE
87160;ST LEGER MAGNAZEIX;87190;ST LEGER MAGNAZEIX
87166;ST MARTIN LE VIEUX;87700;ST MARTIN LE VIEUX
87180;ST SORNIN LEULAC;87290;ST SORNIN LEULAC
87181;ST SULPICE LAURIERE;87370;ST SULPICE LAURIERE
87189;LES SALLES LAVAUGUYON;87440;LES SALLES LAVAUGUYON
87200;VERNEUIL MOUSTIERS;87360;VERNEUIL MOUSTIERS
87201;VERNEUIL SUR VIENNE;87430;VERNEUIL SUR VIENNE
87202;VEYRAC;87520;VEYRAC
88008;ANGLEMONT;88700;ANGLEMONT
88012;ARCHETTES;88380;ARCHETTES
88016;ATTIGNY;88260;ATTIGNY
88050;BELMONT SUR BUTTANT;88600;BELMONT SUR BUTTANT
88056;BETTONCOURT;88500;BETTONCOURT
88064;BOIS DE CHAMP;88600;BOIS DE CHAMP
88070;BOUXURULLES;88130;BOUXURULLES
88073;BRANTIGNY;88130;BRANTIGNY
88076;BROUVELIEURES;88600;BROUVELIEURES
88082;CELLES SUR PLAINE;88110;CELLES SUR PLAINE
88092;CHARMOIS L ORGUEILLEUX;88270;CHARMOIS L ORGUEILLEUX
88094;CHATEL SUR MOSELLE;88330;CHATEL SUR MOSELLE
88095;CHATENOIS;88170;CHATENOIS
88097;CHAUFFECOURT;88500;CHAUFFECOURT
88098;CHAUMOUSEY;88390;CHAUMOUSEY
88105;CLAUDON;88410;CLAUDON
88106;BAN SUR MEURTHE CLEFCY;88230;BAN SUR MEURTHE CLEFCY
88107;CLEREY LA COTE;88630;CLEREY LA COTE
88114;CONTREXEVILLE;88140;CONTREXEVILLE
88118;COUSSEY;88630;COUSSEY
88120;LA CROIX AUX MINES;88520;LA CROIX AUX MINES
88124;DARNEY;88260;DARNEY
88134;DINOZE;88000;DINOZE
88137;DOLAINCOURT;88170;DOLAINCOURT
88146;DOMJULIEN;88800;DOMJULIEN
88152;DOMPIERRE;88600;DOMPIERRE
88156;DONCIERES;88700;DONCIERES
88157;DOUNOUX;88220;DOUNOUX
88160;EPINAL;88000;EPINAL
88163;ESSEGNEY;88130;ESSEGNEY
88164;ESTRENNES;88500;ESTRENNES
88167;FAUCOMPIERRE;88460;FAUCOMPIERRE
88179;FOUCHECOURT;88320;FOUCHECOURT
88181;FRAIZE;88230;FRAIZE
88195;GENDREVILLE;88140;GENDREVILLE
88198;GERBEPAL;88430;GERBEPAL
88199;GIGNEVILLE;88320;GIGNEVILLE
88203;GIRECOURT SUR DURBION;88600;GIRECOURT SUR DURBION
88205;GIRMONT VAL D AJOL;88340;GIRMONT VAL D AJOL
88213;LA GRANDE FOSSE;88490;LA GRANDE FOSSE
88220;GRIGNONCOURT;88410;GRIGNONCOURT
88223;GUGNEY AUX AULX;88450;GUGNEY AUX AULX
88231;HAREVILLE;88800;HAREVILLE
88237;HENNECOURT;88270;HENNECOURT
88240;HERPELMONT;88600;HERPELMONT
88241;HOUECOURT;88170;HOUECOURT
88244;LA HOUSSIERE;88430;LA HOUSSIERE
88246;HYMONT;88500;HYMONT
88247;IGNEY;88150;IGNEY
88251;JEANMENIL;88700;JEANMENIL
88263;LAVELINE DU HOUX;88640;LAVELINE DU HOUX
88264;LEGEVILLE ET BONFAYS;88270;LEGEVILLE ET BONFAYS
88278;MACONCOURT;88170;MACONCOURT
88289;MARTIGNY LES BAINS;88320;MARTIGNY LES BAINS
88299;MENIL EN XAINTOIS;88500;MENIL EN XAINTOIS
88304;MIRECOURT;88500;MIRECOURT
88314;MORIZECOURT;88320;MORIZECOURT
88324;LA NEUVEVILLE SOUS CHATENOIS;88170;LA NEUVEVILLE SOUS CHATENOIS
88325;LA NEUVEVILLE SOUS MONTFORT;88800;LA NEUVEVILLE SOUS MONTFORT
88326;NEUVILLERS SUR FAVE;88100;NEUVILLERS SUR FAVE
88343;PAREY SOUS MONTFORT;88800;PAREY SOUS MONTFORT
88347;PIERREFITTE;88270;PIERREFITTE
88349;PLAINFAING;88230;PLAINFAING
88350;PLEUVEZAIN;88170;PLEUVEZAIN
88351;PLOMBIERES LES BAINS;88370;PLOMBIERES LES BAINS
88351;PLOMBIERES LES BAINS;88370;PLOMBIERES LES BAINS
88356;LES POULIERES;88600;LES POULIERES
88379;REHAINCOURT;88330;REHAINCOURT
88381;RELANGES;88260;RELANGES
88393;ROLLAINVILLE;88300;ROLLAINVILLE
88398;LES ROUGES EAUX;88600;LES ROUGES EAUX
88400;ROUVRES EN XAINTOIS;88500;ROUVRES EN XAINTOIS
88407;RUPPES;88630;RUPPES
88410;STE BARBE;88700;STE BARBE
88424;STE MARGUERITE;88100;STE MARGUERITE
88425;ST MAURICE SUR MORTAGNE;88700;ST MAURICE SUR MORTAGNE
88426;ST MAURICE SUR MOSELLE;88560;ST MAURICE SUR MOSELLE
88427;ST MENGE;88170;ST MENGE
88439;SANCHEY;88390;SANCHEY
88452;SENONGES;88260;SENONGES
88457;SIONNE;88630;SIONNE
88459;SONCOURT;88170;SONCOURT
88460;SOULOSSE SOUS ST ELOPHE;88630;SOULOSSE SOUS ST ELOPHE
88462;LE SYNDICAT;88120;LE SYNDICAT
88464;TENDON;88460;TENDON
88465;CAPAVENIR VOSGES;88150;CAPAVENIR VOSGES
88465;CAPAVENIR VOSGES;88150;CAPAVENIR VOSGES
88467;THIEFOSSE;88290;THIEFOSSE
88468;LE THILLOT;88160;LE THILLOT
88469;THIRAUCOURT;88500;THIRAUCOURT
88472;THUILLIERES;88260;THUILLIERES
88473;TIGNECOURT;88320;TIGNECOURT
88480;UBEXY;88130;UBEXY
88483;UXEGNEY;88390;UXEGNEY
88497;VAXONCOURT;88330;VAXONCOURT
88510;VILLOTTE;88320;VILLOTTE
88514;VIOCOURT;88170;VIOCOURT
88520;LES VOIVRES;88240;LES VOIVRES
88523;VOUXEY;88170;VOUXEY
88523;VOUXEY;88170;VOUXEY
88524;VRECOURT;88140;VRECOURT
88527;XAFFEVILLERS;88700;XAFFEVILLERS
88529;XARONVAL;88130;XARONVAL
88532;ZINCOURT;88330;ZINCOURT
89003;MONTHOLON;89110;MONTHOLON
89003;MONTHOLON;89110;MONTHOLON
89021;ASQUINS;89450;ASQUINS
89036;LA BELLIOLE;89150;LA BELLIOLE
89039;BERU;89700;BERU
89048;BOEURS EN OTHE;89770;BOEURS EN OTHE
89053;BRANCHES;89113;BRANCHES
89058;BUSSIERES;89630;BUSSIERES
89062;CARISEY;89360;CARISEY
89085;CHARMOY;89400;CHARMOY
89086;CHARNY OREE DE PUISAYE;89120;CHARNY OREE DE PUISAYE
89086;CHARNY OREE DE PUISAYE;89120;CHARNY OREE DE PUISAYE
89086;CHARNY OREE DE PUISAYE;89120;CHARNY OREE DE PUISAYE
89086;CHARNY OREE DE PUISAYE;89120;CHARNY OREE DE PUISAYE
89086;CHARNY OREE DE PUISAYE;89120;CHARNY OREE DE PUISAYE
89086;CHARNY OREE DE PUISAYE;89120;CHARNY OREE DE PUISAYE
89099;CHENY;89400;CHENY
89105;CHICHERY;89400;CHICHERY
89123;COURGIS;89800;COURGIS
89128;COUTARNOUX;89440;COUTARNOUX
89132;CRY;89390;CRY
89134;CUSSY LES FORGES;89420;CUSSY LES FORGES
89155;ESCOLIVES STE CAMILLE;89290;ESCOLIVES STE CAMILLE
89160;ETIGNY;89510;ETIGNY
89163;LA FERTE LOUPIERE;89110;LA FERTE LOUPIERE
89165;FLACY;89190;FLACY
89173;FONTAINES;89130;FONTAINES
89176;FONTENAY PRES VEZELAY;89450;FONTENAY PRES VEZELAY
89180;FOUCHERES;89150;FOUCHERES
89184;FULVY;89160;FULVY
89190;GIVRY;89200;GIVRY
89196;VALRAVILLON;89113;VALRAVILLON
89197;GUILLON TERRE PLAINE;89420;GUILLON TERRE PLAINE
89198;GURGY;89250;GURGY
89233;LUCY SUR CURE;89270;LUCY SUR CURE
89244;MARMEAUX;89420;MARMEAUX
89246;MASSANGIS;89440;MASSANGIS
89250;MERE;89144;MERE
89251;MERRY LA VALLEE;89110;MERRY LA VALLEE
89252;MERRY SEC;89560;MERRY SEC
89254;MEZILLES;89130;MEZILLES
89265;MONTIGNY LA RESLE;89230;MONTIGNY LA RESLE
89276;NEUVY SAUTOUR;89570;NEUVY SAUTOUR
89284;PACY SUR ARMANCON;89160;PACY SUR ARMANCON
89289;PAROY SUR THOLON;89300;PAROY SUR THOLON
89291;PASSY;89510;PASSY
89298;PIFFONDS;89330;PIFFONDS
89300;PISY;89420;PISY
89303;POILLY SUR SEREIN;89310;POILLY SUR SEREIN
89307;PONTIGNY;89230;PONTIGNY
89308;PONT SUR VANNE;89190;PONT SUR VANNE
89313;PRECY SUR VRIN;89116;PRECY SUR VRIN
89324;ROGNY LES SEPT ECLUSES;89220;ROGNY LES SEPT ECLUSES
89326;ROSOY;89100;ROSOY
89329;RUGNY;89430;RUGNY
89331;SAINPUITS;89520;SAINPUITS
89339;STE COLOMBE;89440;STE COLOMBE
89348;ST JULIEN DU SAULT;89330;ST JULIEN DU SAULT
89360;ST MAURICE LE VIEIL;89110;ST MAURICE LE VIEIL
89361;ST MAURICE THIZOUAILLE;89110;ST MAURICE THIZOUAILLE
89370;ST VALERIEN;89150;ST VALERIEN
89373;SALIGNY;89100;SALIGNY
89377;SAUVIGNY LE BEUREAL;89420;SAUVIGNY LE BEUREAL
89378;SAUVIGNY LE BOIS;89200;SAUVIGNY LE BOIS
89400;SOUGERES EN PUISAYE;89520;SOUGERES EN PUISAYE
89402;SOUMAINTRAIN;89570;SOUMAINTRAIN
89403;STIGNY;89160;STIGNY
89404;SUBLIGNY;89100;SUBLIGNY
89405;LES HAUTS DE FORTERRE;89560;LES HAUTS DE FORTERRE
89410;THAROT;89200;THAROT
89414;THORIGNY SUR OREUSE;89260;THORIGNY SUR OREUSE
89424;TRUCY SUR YONNE;89460;TRUCY SUR YONNE
89432;VAUDEURS;89320;VAUDEURS
89436;VENIZY;89210;VENIZY
89453;VILLEFARGEAU;89240;VILLEFARGEAU
89456;VILLEMANOCHE;89140;VILLEMANOCHE
89459;VILLENEUVE LA DONDAGRE;89150;VILLENEUVE LA DONDAGRE
89469;PERCENEIGE;89260;PERCENEIGE
89472;VILLIERS ST BENOIT;89130;VILLIERS ST BENOIT
89474;VILLIERS VINEUX;89360;VILLIERS VINEUX
89475;VILLON;89740;VILLON
89479;VINCELOTTES;89290;VINCELOTTES
89483;VOISINES;89260;VOISINES
90009;BEAUCOURT;90500;BEAUCOURT
90028;COURTELEVANT;90100;COURTELEVANT
90032;DANJOUTIN;90400;DANJOUTIN
90043;FAVEROIS;90100;FAVEROIS
90048;FONTENELLE;90340;FONTENELLE
90051;FROIDEFONTAINE;90140;FROIDEFONTAINE
90055;GROSNE;90100;GROSNE
90056;JONCHEREY;90100;JONCHEREY
90070;MONTBOUTON;90500;MONTBOUTON
90074;NOVILLARD;90340;NOVILLARD
90086;ROMAGNY SOUS ROUGEMONT;90110;ROMAGNY SOUS ROUGEMONT
90087;ROPPE;90380;ROPPE
90096;THIANCOURT;90100;THIANCOURT
90102;VESCEMONT;90200;VESCEMONT
90103;VETRIGNE;90300;VETRIGNE
91017;ANGERVILLIERS;91470;ANGERVILLIERS
91027;ATHIS MONS;91200;ATHIS MONS
91035;AUTHON LA PLAINE;91410;AUTHON LA PLAINE
91041;AVRAINVILLE;91630;AVRAINVILLE
91047;BAULNE;91590;BAULNE
91067;BLANDY;91150;BLANDY
91069;BOIGNEVILLE;91720;BOIGNEVILLE
91079;BOISSY LA RIVIERE;91690;BOISSY LA RIVIERE
91109;BRIERES LES SCELLES;91150;BRIERES LES SCELLES
91112;BROUY;91150;BROUY
91122;BURES SUR YVETTE;91440;BURES SUR YVETTE
91148;CHAUFFOUR LES ETRECHY;91580;CHAUFFOUR LES ETRECHY
91201;DRAVEIL;91210;DRAVEIL
91201;DRAVEIL;91210;DRAVEIL
91216;EPINAY SUR ORGE;91360;EPINAY SUR ORGE
91226;ETRECHY;91580;ETRECHY
91249;FORGES LES BAINS;91470;FORGES LES BAINS
91293;GUIGNEVILLE SUR ESSONNE;91590;GUIGNEVILLE SUR ESSONNE
91312;IGNY;91430;IGNY
91332;LEUDEVILLE;91630;LEUDEVILLE
91345;LONGJUMEAU;91160;LONGJUMEAU
91390;LE MEREVILLOIS;91660;LE MEREVILLOIS
91408;MOIGNY SUR ECOLE;91490;MOIGNY SUR ECOLE
91425;MONTLHERY;91310;MONTLHERY
91434;MORSANG SUR ORGE;91390;MORSANG SUR ORGE
91473;ORVEAU;91590;ORVEAU
91479;PARAY VIEILLE POSTE;91550;PARAY VIEILLE POSTE
91495;PLESSIS ST BENOIST;91410;PLESSIS ST BENOIST
91508;PUISELET LE MARAIS;91150;PUISELET LE MARAIS
91533;SACLAS;91690;SACLAS
91534;SACLAY;91400;SACLAY
91538;ST AUBIN;91190;ST AUBIN
91538;ST AUBIN;91190;ST AUBIN
91546;ST CYR SOUS DOURDAN;91410;ST CYR SOUS DOURDAN
91547;ST ESCOBILLE;91410;ST ESCOBILLE
91573;ST PIERRE DU PERRAY;91280;ST PIERRE DU PERRAY
91581;ST YON;91650;ST YON
91589;SAVIGNY SUR ORGE;91600;SAVIGNY SUR ORGE
91617;TIGERY;91250;TIGERY
91635;VAUHALLAN;91430;VAUHALLAN
91645;VERRIERES LE BUISSON;91370;VERRIERES LE BUISSON
91649;VERT LE PETIT;91710;VERT LE PETIT
91662;VILLECONIN;91580;VILLECONIN
91667;VILLEMOISSON SUR ORGE;91360;VILLEMOISSON SUR ORGE
91691;YERRES;91330;YERRES
92007;BAGNEUX;92220;BAGNEUX
92020;CHATILLON;92320;CHATILLON
92047;MARNES LA COQUETTE;92430;MARNES LA COQUETTE
92048;MEUDON;92190;MEUDON
92051;NEUILLY SUR SEINE;92200;NEUILLY SUR SEINE
92076;VAUCRESSON;92420;VAUCRESSON
92077;VILLE D AVRAY;92410;VILLE D AVRAY
93005;AULNAY SOUS BOIS;93600;AULNAY SOUS BOIS
93010;BONDY;93140;BONDY
93029;DRANCY;93700;DRANCY
93046;LIVRY GARGAN;93190;LIVRY GARGAN
93062;LE RAINCY;93340;LE RAINCY
93063;ROMAINVILLE;93230;ROMAINVILLE
93073;TREMBLAY EN FRANCE;93290;TREMBLAY EN FRANCE
93077;VILLEMOMBLE;93250;VILLEMOMBLE
93078;VILLEPINTE;93420;VILLEPINTE
94003;ARCUEIL;94110;ARCUEIL
94015;BRY SUR MARNE;94360;BRY SUR MARNE
94043;LE KREMLIN BICETRE;94270;LE KREMLIN BICETRE
94044;LIMEIL BREVANNES;94450;LIMEIL BREVANNES
94048;MAROLLES EN BRIE;94440;MAROLLES EN BRIE
94054;ORLY;94310;ORLY
94056;PERIGNY;94520;PERIGNY SUR YERRES
94074;VALENTON;94460;VALENTON
94075;VILLECRESNES;94440;VILLECRESNES
94077;VILLENEUVE LE ROI;94290;VILLENEUVE LE ROI
95011;AMBLEVILLE;95420;AMBLEVILLE
95019;ARNOUVILLE;95400;ARNOUVILLE
95024;ARTHIES;95420;ARTHIES
95054;LE BELLAY EN VEXIN;95750;LE BELLAY EN VEXIN
95060;BESSANCOURT;95550;BESSANCOURT
95061;BETHEMONT LA FORET;95840;BETHEMONT LA FORET
95078;BOISSY L AILLERIE;95650;BOISSY L AILLERIE
95110;BRIGNANCOURT;95640;BRIGNANCOURT
95120;BUTRY SUR OISE;95430;BUTRY SUR OISE
95127;CERGY;95000;CERGY
95149;CHAUMONTEL;95270;CHAUMONTEL
95151;CHAUVRY;95560;CHAUVRY
95157;CHERENCE;95510;CHERENCE
95169;COMMENY;95450;COMMENY
95203;EAUBONNE;95600;EAUBONNE
95252;FRANCONVILLE;95130;FRANCONVILLE LA GARENNE
95277;GONESSE;95500;GONESSE
95280;GOUSSAINVILLE;95190;GOUSSAINVILLE
95287;GRISY LES PLATRES;95810;GRISY LES PLATRES
95295;GUIRY EN VEXIN;95450;GUIRY EN VEXIN
95316;JAGNY SOUS BOIS;95850;JAGNY SOUS BOIS
95323;JOUY LE MOUTIER;95280;JOUY LE MOUTIER
95351;LOUVRES;95380;LOUVRES
95352;LUZARCHES;95270;LUZARCHES
95394;MERY SUR OISE;95540;MERY SUR OISE
95395;LE MESNIL AUBRY;95720;LE MESNIL AUBRY
95438;MOUSSY;95640;MOUSSY
95445;NERVILLE LA FORET;95590;NERVILLE LA FORET
95446;NESLES LA VALLEE;95690;NESLES LA VALLEE
95456;NOISY SUR OISE;95270;NOISY SUR OISE
95487;PERSAN;95340;PERSAN
95488;PIERRELAYE;95220;PIERRELAYE
95488;PIERRELAYE;95480;PIERRELAYE
95491;LE PLESSIS BOUCHARD;95130;LE PLESSIS BOUCHARD
95504;PRESLES;95590;PRESLES
95509;PUISEUX EN FRANCE;95380;PUISEUX EN FRANCE
95527;ROISSY EN FRANCE;95700;ROISSY EN FRANCE
95585;SARCELLES;95200;SARCELLES
95604;SURVILLIERS;95470;SURVILLIERS
95610;THEMERICOURT;95450;THEMERICOURT
95660;VILLAINES SOUS BOIS;95570;VILLAINES SOUS BOIS
97101;LES ABYMES;97142;LES ABYMES
97103;BAIE MAHAULT;97122;BAIE MAHAULT
97111;DESHAIES;97126;DESHAIES
97117;LE MOULE;97160;LE MOULE
97128;STE ANNE;97180;STE ANNE
97131;TERRE DE HAUT;97137;TERRE DE HAUT
97132;TROIS RIVIERES;97114;TROIS RIVIERES
97205;CASE PILOTE;97222;CASE PILOTE
97207;DUCOS;97224;DUCOS
97211;GRAND RIVIERE;97218;GRAND RIVIERE
97215;MACOUBA;97218;MACOUBA
97216;LE MARIGOT;97225;LE MARIGOT
97217;LE MARIN;97290;LE MARIN
97226;STE ANNE;97227;STE ANNE
97228;STE MARIE;97230;STE MARIE
97228;STE MARIE;97230;STE MARIE
97310;ROURA;97311;ROURA
97314;OUANARY;97380;OUANARY
97360;APATOU;97317;APATOU
97408;LA POSSESSION;97419;LA POSSESSION
97409;ST ANDRE;97440;ST ANDRE
97411;ST DENIS;97400;ST DENIS
97411;ST DENIS;97400;ST DENIS
97411;ST DENIS;97490;ST DENIS
97412;ST JOSEPH;97480;ST JOSEPH
97413;ST LEU;97416;ST LEU
97413;ST LEU;97424;ST LEU
97413;ST LEU;97436;ST LEU
97414;ST LOUIS;97421;ST LOUIS
97414;ST LOUIS;97450;ST LOUIS
97415;ST PAUL;97423;ST PAUL
97415;ST PAUL;97434;ST PAUL
97415;ST PAUL;97435;ST PAUL
97415;ST PAUL;97460;ST PAUL
97416;ST PIERRE;97410;ST PIERRE
97422;LE TAMPON;97430;LE TAMPON
97424;CILAOS;97413;CILAOS
97501;MIQUELON LANGLADE;97500;ST PIERRE ET MIQUELON
97602;BANDRABOUA;97650;BANDRABOUA
97603;BANDRELE;97660;BANDRELE
97611;MAMOUDZOU;97600;MAMOUDZOU
97611;MAMOUDZOU;97605;MAMOUDZOU
98711;ANAA;98790;TEPUPAHEA
98716;FAKARAVA;98790;TOAU
98717;FANGATAU;98765;TEANA
98717;FANGATAU;98766;TARIONE
98718;FATU HIVA;98740;OMOA
98719;GAMBIER;98755;MANGAREVA
98719;GAMBIER;98755;TARAVAI
98719;GAMBIER;98792;MORANE
98720;HAO;98767;OTEPA
98722;HITIAA O TE RA;98708;TIAREI
98724;HUAHINE;98731;HUAHINE
98724;HUAHINE;98731;TEFARERII
98724;HUAHINE;98731;MAEVA
98726;MAKEMO;98789;HITIANAU
98728;MAUPITI;98732;MOPELIA
98729;MOOREA MAIAO;98728;TEAVARO
98729;MOOREA MAIAO;98728;TIAIA
98729;MOOREA MAIAO;98729;PIHAENA
98731;NUKU HIVA;98742;NUKUATAHA
98731;NUKU HIVA;98742;TERRE DESERTE
98731;NUKU HIVA;98748;HATIHEU
98731;NUKU HIVA;98796;HATUTAA
98737;PUKAPUKA;98774;TEONEMAHINA
98740;RANGIROA;98777;PAHUA
98741;RAPA;98751;AHUREI
98741;RAPA;98794;MAROTIRI
98744;RURUTU;98753;MOERAI
98745;TAHAA;98733;TIVA
98745;TAHAA;98734;HAAMENE
98745;TAHAA;98734;FAAAHA
98747;TAIARAPU EST;98719;TARAVAO
98749;TAKAROA;98790;TIKEI
98754;TUMARAA;98735;TEHURUI
98757;UA POU;98746;HAKAMAII
98801;BELEP;98811;BELEP
98803;BOURAIL;98870;BOURAIL
98805;DUMBEA;98837;DUMBEA
98805;DUMBEA;98839;DUMBEA
98808;HOUAILOU;98816;HOUAILOU
98811;KONE;98860;KONE
98812;KOUMAC;98850;KOUMAC
98817;LE MONT DORE;98809;MONT DORE
98820;OUVEA;98814;FAYAOUE
98826;POUM;98826;POUM
98831;VOH;98883;OUACO
98833;KOUAOUA;98818;KOUAOUA
2544;NEUVE MAISON;02500;NEUVE MAISON
2546;LA NEUVILLE EN BEINE;02300;LA NEUVILLE EN BEINE
2553;NIZY LE COMTE;02150;NIZY LE COMTE
2557;NOROY SUR OURCQ;02600;NOROY SUR OURCQ
2566;OGNES;02300;OGNES
2568;OIGNY EN VALOIS;02600;OIGNY EN VALOIS
2572;ORAINVILLE;02190;ORAINVILLE
2580;OULCHY LE CHATEAU;02210;OULCHY LE CHATEAU
2581;PAARS;02220;PAARS
2583;PANCY COURTECON;02860;PANCY COURTECON
2586;PARFONDEVAL;02360;PARFONDEVAL
2594;PASSY EN VALOIS;02470;PASSY EN VALOIS
2595;PASSY SUR MARNE;02850;PASSY SUR MARNE
2596;PAVANT;02310;PAVANT
2601;PIGNICOURT;02190;PIGNICOURT
2606;LE PLESSIER HULEU;02210;LE PLESSIER HULEU
2613;PONTAVERT;02160;PONTAVERT
2616;PONT ST MARD;02380;PONT ST MARD
2628;PUISEUX EN RETZ;02600;PUISEUX EN RETZ
2633;QUINCY SOUS LE MONT;02220;QUINCY SOUS LE MONT
2640;RENANSART;02240;RENANSART
2642;RESIGNY;02360;RESIGNY
2644;RETHEUIL;02600;RETHEUIL
2650;ROCQUIGNY;02260;ROCQUIGNY
2656;ROUCY;02160;ROUCY
2659;ROUVROY;02100;ROUVROY
2660;ROUVROY SUR SERRE;02360;ROUVROY SUR SERRE
2662;ROZET ST ALBIN;02210;ROZET ST ALBIN
2664;ROZOY BELLEVALLE;02540;ROZOY BELLEVALLE
2671;ST AUBIN;02300;ST AUBIN
2679;ST GENGOULPH;02810;ST GENGOULPH
2684;ST MICHEL;02830;ST MICHEL
2689;ST PIERREMONT;02250;ST PIERREMONT
2696;ST THOMAS;02820;ST THOMAS
2697;SAMOUSSY;02840;SAMOUSSY
2702;SAVY;02590;SAVY
2706;SEPTMONTS;02200;SEPTMONTS
2707;SEPTVAUX;02410;SEPTVAUX
2708;SEQUEHART;02420;SEQUEHART
2712;SERGY;02130;SERGY
2729;SOUCY;02600;SOUCY
2738;TERGNIER;02700;TERGNIER
2740;THENAILLES;02140;THENAILLES
2742;THIERNU;02250;THIERNU
2745;TOULIS ET ATTENCOURT;02250;TOULIS ET ATTENCOURT
2756;URVILLERS;02690;URVILLERS
2767;VAUXREZIS;02200;VAUXREZIS
2769;VAUX ANDIGNY;02110;VAUX ANDIGNY
2770;VAUXBUIN;02200;VAUXBUIN
2774;VENDELLES;02490;VENDELLES
2776;VENDHUILE;02420;VENDHUILE
2778;VENDRESSE BEAULNE;02160;VENDRESSE BEAULNE
2789;VERVINS;02140;VERVINS
2791;VESLUD;02840;VESLUD
2793;VEZAPONIN;02290;VEZAPONIN
2798;VIELS MAISONS;02540;VIELS MAISONS
2816;VILLERS SUR FERE;02130;VILLERS SUR FERE
2817;VILLE SAVOYE;02220;VILLE SAVOYE
2824;VORGES;02860;VORGES
2830;WASSIGNY;02630;WASSIGNY
2832;WIEGE FATY;02120;WIEGE FATY
3001;ABREST;03200;ABREST
3002;AGONGES;03210;AGONGES
3004;ANDELAROCHE;03120;ANDELAROCHE
3009;AUBIGNY;03460;AUBIGNY
3011;AUROUER;03460;AUROUER
3013;AVERMES;03000;AVERMES
3021;BEGUES;03800;BEGUES
3022;BELLENAVES;03330;BELLENAVES
3023;BELLERIVE SUR ALLIER;03700;BELLERIVE SUR ALLIER
3025;BESSAY SUR ALLIER;03340;BESSAY SUR ALLIER
3026;BESSON;03210;BESSON
3032;BLOMARD;03390;BLOMARD
3035;LE BOUCHAUD;03130;LE BOUCHAUD
3036;BOURBON L ARCHAMBAULT;03160;BOURBON L ARCHAMBAULT
3045;BUSSET;03270;BUSSET
3047;LA CELLE;03600;LA CELLE
3059;CHAREIL CINTRAT;03140;CHAREIL CINTRAT
3065;CHATEL DE NEUVRE;03500;CHATEL DE NEUVRE
3071;CHAVROCHES;03220;CHAVROCHES
3072;CHAZEMAIS;03370;CHAZEMAIS
3073;CHEMILLY;03210;CHEMILLY
3075;CHEZELLE;03140;CHEZELLE
3078;CHOUVIGNY;03450;CHOUVIGNY
3080;COGNAT LYONNE;03110;COGNAT LYONNE
3084;COSNE D ALLIER;03430;COSNE D ALLIER
3088;COURCAIS;03370;COURCAIS
3089;COUTANSOUZE;03330;COUTANSOUZE
3093;CREUZIER LE NEUF;03300;CREUZIER LE NEUF
3098;DESERTINES;03630;DESERTINES
3102;DOMPIERRE SUR BESBRE;03290;DOMPIERRE SUR BESBRE
3103;LE DONJON;03130;LE DONJON
3105;DROITURIER;03120;DROITURIER
3112;ETROUSSAT;03140;ETROUSSAT
3127;HERISSON;03190;HERISSON
3129;HYDS;03600;HYDS
3138;LAPALISSE;03120;LAPALISSE
3147;LODDES;03130;LODDES
3163;MARIOL;03270;MARIOL
3164;LE MAYET D ECOLE;03800;LE MAYET D ECOLE
3169;MEILLARD;03500;MEILLARD
3171;MERCY;03340;MERCY
3172;MESPLES;03370;MESPLES
3175;MONESTIER;03140;MONESTIER
3180;MONTBEUGNY;03340;MONTBEUGNY
