***Manometre***
Pression mano(Bars);Pression moyenne(Bars);Pression min(Bars);Pression max(Bars);Erreur(%);Resultat;
1.5;3.93185567010307;3.3123711340206;4.01134020618554;162.123711340204;-3;
2;2.89484536082472;2.88556701030926;2.90412371134018;44.742268041236;-3;
3;1.98773195876287;1.83711340206184;2.02268041237112;33.7422680412377;-3;
4;1.61567010309277;1.59278350515462;1.62371134020617;59.6082474226808;-3;

***Ecart pression***
Troncon;P1(Bars);P2(Bars);Erreur equilibre(%);Erreur perte de charge(%);
1;-0.03;3.02;4.46816923685253;2920;
2;-0.03;3.04;3.75939849624063;2940;
3;-0.03;3.04;3.75939849624063;2940;
4;-0.03;3.04;3.75939849624063;2940;
5;-0.03;3.03;4.11392405063292;2930;
6;3.04;3.05;3.40459224069676;0.32894736842106;
7;3.04;3.37;8.09943865276662;10.8552631578947;
8;3.04;3.37;8.09943865276662;10.8552631578947;
9;-0.03;3.35;7.37179487179486;3250;

***Controle buse***
Ref;H/V;Marque/Type Modele (ou fonctionnement);Calibre;Pression de controle ( bar );Debit nominal (l/min);Jeu;Troncon;Niveau;Buse troncon;Numero Buse;Debit mesure (l/min);Pression mesuree (bar);L/R;Debit equivalent@3Bars
;;TEEJET XR;bleu;;1.18;;6;1;8;48;1.04870741215423;3.0080263157895;;1.04730734473107;
;;TEEJET XR;bleu;;1.18;;7;1;1;49;1.04313219587739;3.07838815789476;;1.02976538094759;
;;TEEJET XR;bleu;;1.18;;7;1;2;50;1.04711449321799;3.05796052631582;;1.03714352559851;
;;TEEJET XR;bleu;;1.18;;7;1;3;51;1.05773395279291;3.02315789473687;;1.05367495527064;
;;TEEJET XR;bleu;;1.18;;7;1;4;52;1.04870741215423;3.02618421052634;;1.04416055859899;
;;TEEJET XR;bleu;;1.18;;7;1;5;53;1.02587557406814;3.03601973684213;;1.01977185495603;
;;TEEJET XR;bleu;;1.18;;7;1;6;54;1.05799943928228;3.04467836257312;;1.05020807796515;
;;TEEJET XR;bleu;;1.18;;7;1;7;55;0.99295524938588;3.05077302631582;;0.98465786574088;
;;TEEJET XR;bleu;;1.18;;7;1;8;56;1.05136227704796;3.03828947368424;;1.04471647451156;
;;TEEJET XR;bleu;;1.18;;8;1;1;57;1.05136227704796;3.04320723684213;;1.0438720125574;
;;TEEJET XR;bleu;;1.18;;8;1;2;58;1.05242422300545;3.03828947368424;;1.04577170776565;
;;TEEJET XR;bleu;;1.18;;8;1;3;59;1.06357465555912;3.05543859649125;;1.05388161172562;
;;TEEJET XR;bleu;;1.18;;8;1;4;60;1.02083133077005;3.06033834586469;;1.01071775769395;
;;TEEJET XR;bleu;;1.18;;8;1;5;61;0.98976941151341;3.07082236842108;;0.97828930931123;
;;TEEJET XR;bleu;;1.18;;8;1;6;62;1.03941538502617;3.04693609022559;;1.03137855169451;
;;TEEJET XR;bleu;;1.18;;8;1;7;63;1.04127379045178;3.07876644736845;;1.0278676362326;
;;TEEJET XR;bleu;;1.18;;8;1;8;64;1.03941538502617;3.06788011695909;;1.02785197752738;
;;TEEJET XR;bleu;;1.18;;9;1;1;65;1.02083133077005;3.05796052631582;;1.01111064004332;
;;TEEJET XR;bleu;;1.18;;9;1;2;66;1.0322472498131;3.07309210526318;;1.01989760835115;
;;TEEJET XR;bleu;;1.18;;9;1;3;67;1.01950389832319;3.07763157894739;;1.00656355882751;
;;TEEJET XR;bleu;;1.18;;9;1;4;68;1.00782249279077;3.07114661654138;;0.99608041047745;
;;TEEJET XR;bleu;;1.18;;9;1;5;69;0.86233589661434;3.09276315789476;;0.84930515608545;
;;TEEJET XR;bleu;;1.18;;9;1;6;70;0.78667224714301;3.11092105263161;;0.77252040843779;
;;TEEJET XR;bleu;;1.18;;9;1;7;71;0.95392873544804;3.11092105263161;;0.93676803650466;
;;TEEJET XR;bleu;;1.18;;9;1;8;72;1.02083133077005;3.11092105263161;;1.00246708773141;

***Vitesse***
Parcours;Distance;Temps;Vitesse mesuree(km/h);Vitesse compteur(km/h);
1;65.36;24;9.804;10;
2;56.74;20;10.2132;10;

***Debit***
Mesure;Debit theorique ( L/min);Debit affiche(L/min);erreur(%);
1;24.9895090248852;60;140.100755642099

